uid,n_hit,chi,eta,etamul2000,j1A0,j2A0,j3A0,j4A0,kappa,muDc,muK,pEhigh,phiS,pR,pT,rho,sageA15,sigma,theta,zeta
529853218788482eac6899dab5409caf,13,0.227111356759894,0.89805534625529,0.487897363609031,0.511365087227114,0.713009698872233,0.657777396680356,0.743021244004479,0.106064546741492,0.143045549277968,0.00772920349612623,0.403569705381586,0.0372720639783545,0.710240332897867,0.00108620816092908,0.0505050732503367,0.928299692539201,0.000997356009505008,0.0978865617625495,1.61773620946453
fb75f89ea49ed3b3edb52cba380ab745,13,0.128644368856086,0.916242193178227,0.46896662002422,0.412908023150143,0.629679434964026,0.483490418718993,0.598631690629265,0.105043500083409,0.142936820985659,0.0194760275541624,0.436716670796292,0.0322358245268483,0.723057541512586,0.0011506711364679,0.0466947378759379,0.895284676901203,0.000492577800244868,0.0904128986275634,1.60350649168491
64596a1eb2969a8429d285f4c0d9496b,13,0.16359481284855,0.96936362485018,0.521118223331359,0.492323789773631,0.650197990557027,0.175445338045811,0.576964470155854,0.111184534038886,0.168317251751585,0.00992752786063833,0.376204997081053,0.0347685257261086,0.737383982043285,0.00108241366715325,0.0545576617700037,0.803840341896585,0.00105080061348154,0.0864091838238109,1.64667259551544
a0b06273baec832992f47c102eb7c776,13,0.202139265616807,0.949932240384888,0.367672725027398,0.510786287552386,0.315336638465878,0.188421227735229,0.703273688955885,0.118644128625688,0.146569034923149,0.0149119772542442,0.400480413590307,0.036740566137962,0.661605083033886,0.00109206111908723,0.0427941976967362,0.831380054339118,0.000604851898487897,0.0973176956601357,1.5689938415537
80f768f1e7638fd01cd0f29a209b77a8,13,0.122284316694778,0.903560041703489,0.514499636908645,0.468363684867017,0.628054788283627,0.400770969761925,0.599431284306555,0.108641470609322,0.144825928210036,0.0184729186226316,0.426295489061203,0.0326825713847391,0.719209174491545,0.00112524751340461,0.0493109868687292,0.905660187567849,0.000445785528401868,0.0898465741697108,1.5901588179605
4008721e88630c821540ab6e6b8e3c55,13,0.185740148686388,0.965582745960203,0.534912929154521,0.566995937652834,0.535014249469425,0.449557702269251,0.533809877702772,0.109397969196564,0.162543845746092,0.0157090444280836,0.426244282952098,0.0300163669972214,0.73891125544582,0.0013040197444113,0.0437448503444994,0.867088084923639,0.000631933443831661,0.0945601923249277,1.56575015844712
0890338c769ea99ec7016e913ae868f8,13,0.112611826433188,0.951073367609545,0.370429638287809,0.534271814533552,0.484502959989411,0.372295772508617,0.761110877466973,0.128588000191239,0.133766484105979,0.0108343311872941,0.374675905792656,0.0375144150550375,0.711870799557831,0.000964244088590843,0.0462832741903614,0.836852006021362,0.000478606651120934,0.0866444897334239,1.63058243847547
db403813b06774af2ece0cc26e804c31,13,0.134918515980705,0.916410254356287,0.487585768360179,0.380389260137446,0.557384833857381,0.498500490299697,0.605155467749304,0.106319228502331,0.139693897284808,0.0167409861330196,0.429962332899844,0.0320505012323797,0.723428023954541,0.00114553268371699,0.0486751259220565,0.896156655426463,0.000471180814978287,0.0887272945562636,1.61115050507051
9f416917091d30b9ad178644ebb5e5ac,13,0.207222903149535,0.910953122634212,0.541143102651718,0.498807556623119,0.630508982647099,0.660978741341377,0.748293836619675,0.107293128883376,0.14804666274242,0.0108754596643595,0.400122406258701,0.0367234892820168,0.719416610181735,0.00109134525410481,0.0515815332354583,0.916305425473165,0.00103487186656118,0.0976157056984887,1.60573487196329
3624a88ad0f5e39860a3ff32820cb60b,13,0.142882930677819,0.911618010891056,0.531085807172501,0.573239070900736,0.577330279994744,0.634038778607588,0.4137341971431,0.117438043037935,0.170819576612235,0.0193288803654479,0.393114429733628,0.0355533214622671,0.734100597147001,0.00116563516946497,0.0380204896021656,0.773937096411419,0.000785142475557749,0.0916023203821969,1.64228520179548
43057d6482d7963e4a7166c112960b2b,13,0.151340880993183,0.971572283444059,0.501013270102541,0.526535129097782,0.650650412729531,0.179830570321342,0.55773225319473,0.112030641188447,0.168322207840162,0.00963244735681419,0.370372564066797,0.0334252694386343,0.750188014582437,0.00105262766674644,0.0540303404953638,0.828756330917604,0.00104516065085785,0.085728214779505,1.63351516388927
8b25152590b2fcf4acf55be256069955,13,0.184159484624357,0.947065485387923,0.474288385832357,0.49031221570085,0.741408762689492,0.1337169542285,0.770663841515008,0.118563040271714,0.167214787441668,0.0171223663650935,0.381460808507291,0.0301456139505588,0.750394171162693,0.00108666464929816,0.0490336298213955,0.757064887914932,0.000797242044530052,0.0973908147530634,1.58628346830279
f97146222ef031d2a062a47c06b8c696,13,0.212445278721361,0.936406389915408,0.465943475606253,0.424799107572141,0.386634544025502,0.104038415166085,0.672781380588888,0.107003102404783,0.170500121735298,0.00911309384504739,0.420458930801695,0.0351586173503221,0.722411486449601,0.00125977133044972,0.0481952920608802,0.791719376380567,0.000589711850113793,0.0918892279275719,1.65407012950259
dbee2db4bbb2c5208832291eb46c76fe,13,0.207005457260331,0.885835200617233,0.498838474369214,0.503993064021313,0.7105241803388,0.745038763344385,0.731820437654779,0.111000902455935,0.148290074544615,0.00821253350701744,0.414441919131233,0.0367524550073221,0.728135849224156,0.00110924228118105,0.0493858108787198,0.923762422921909,0.0010028734355624,0.0981463295870938,1.62091817116887
fac12f3c63084b32adab22d1721f316b,13,0.175089124231191,0.8836212934414,0.495866449752629,0.379288023640526,0.405160942375697,0.281422906256048,0.67440879785443,0.124656924742642,0.141059249058847,0.0145637648727753,0.395918143713596,0.0322465035760169,0.710519143108585,0.00104054016028343,0.0440744760339975,0.838179792231681,0.000889924264411029,0.100018642372772,1.64119393326158
f1735aca40050a5d62ae0458d29e80ee,13,0.176976387844374,0.969773580600402,0.540838754770041,0.577705620005739,0.579261768645249,0.425748692909422,0.553578924978796,0.107833053867044,0.159738056518397,0.0167509284534204,0.438469275562314,0.0304692932878486,0.739988417271842,0.00129297740314611,0.0450655964546487,0.859714885828469,0.000634124307176085,0.0948897627560318,1.57369463057153
f0976a68b9bb96f3bf2404f6d1778d74,13,0.216125361136992,0.890806739666222,0.496365885307246,0.537648914096909,0.650353929739824,0.616440731524631,0.757640528206704,0.110974425777284,0.144312160331607,0.00867764807248136,0.408703885300815,0.0370949583715843,0.714200097996463,0.00108553079225793,0.0516805816291382,0.930369265050526,0.00101789183529163,0.0971620336008798,1.62386840275036
6f5f2d7fea25e874896a6ab7cd0bda32,13,0.134682971752039,0.928496719368905,0.494917991191088,0.450861293071035,0.581746568569415,0.525467464320996,0.572205333620681,0.105926531673715,0.141522325344846,0.0170827656520798,0.426804240636556,0.0319448557168084,0.722798929043169,0.0011763242605871,0.0473043488566516,0.90738040949745,0.000480073120960316,0.087279608829035,1.60414937675971
07dd19397a164c6ff4a026c882002079,13,0.179478694324176,0.979788021450256,0.520627368417069,0.587616881667498,0.682154525261958,0.483947887252216,0.500935346284391,0.114346623031831,0.16296082774122,0.0167947562424358,0.437763854171024,0.0300255008368374,0.729971312841788,0.00129493512561031,0.043531970057903,0.883393597785193,0.000603024377089032,0.0959045953240386,1.5685859320335
cf07729cd4d6af687bc796d2b8186a15,13,0.118365816539128,0.911295964037608,0.558476074460474,0.391665330679553,0.62503709280528,0.42218271506142,0.57434092877696,0.106974069932242,0.143761793667646,0.0177455016985509,0.427615684961553,0.0313893675520843,0.725131226362589,0.00114090309497494,0.0503470649858854,0.905247622003409,0.000508962964896093,0.0880107062904969,1.60403901438767
70b53a86cc684a5cfd8fd6b7d2a17da6,13,0.145328967248144,0.972940600353266,0.543050609100434,0.49296127678964,0.670685406441213,0.154503450967888,0.557145137607218,0.113883987233846,0.166461061803306,0.00820373678476904,0.370654539852229,0.0349701075119008,0.729568859499349,0.00103685943774377,0.0542754839277829,0.800459843800475,0.00108367669591346,0.0856834745747915,1.62860118561153
c5d1157da404097facea13f97ebb999f,13,0.190026885192871,0.92030723972941,0.473532918017005,0.446531597448529,0.344647798792677,0.124093577008558,0.685681385359232,0.10834292001011,0.16751359642912,0.00848801844911628,0.421060638215062,0.0342885794856365,0.710310477898485,0.00116311187076444,0.0515054460852905,0.769500544166526,0.000659304850475644,0.0913439395918462,1.64741110176119
4fc1bb39ea8bb94f5608d0f3bfab6490,13,0.188713288795783,0.953204237329023,0.624978863222372,0.514743438371598,0.495116709330418,0.519989184604847,0.712760154385455,0.123170100321848,0.169949700733752,0.0202750105321129,0.419987207170818,0.0310346515448234,0.669313545901311,0.00123165413816424,0.048383939682079,0.841327642167903,0.000671543690648466,0.0964554637791869,1.60058844363025
ffce5b85f4f5bdc40ed90c026cf28c4c,13,0.157125687096936,0.968457568767907,0.484183703235298,0.46651959126393,0.669400853833207,0.144019495955492,0.57929529762084,0.112044277160777,0.165710227756851,0.00844688805424269,0.372965519059424,0.0339956342057634,0.744137942424908,0.0010566937098336,0.0523682937183621,0.831187737697478,0.0010295333845624,0.0875421282166571,1.63011099964973
d2706d1c0913f4f9715507ad565cdf2f,13,0.163109609777506,0.956036305900847,0.486185811762226,0.49775801058313,0.650364070752893,0.214603668072924,0.588775458651812,0.114154645303768,0.171883331922335,0.00905873280816093,0.374572027186834,0.0352421161032574,0.742909980391731,0.00109776041322986,0.0536751790201602,0.822827713202852,0.00105302031677287,0.0827468000262727,1.64104791235372
1a4846913122762ea582b5edcc463c91,13,0.131528274170382,0.918946754453964,0.493449893953594,0.405640308347566,0.581256885406105,0.465556127369621,0.552975276566532,0.107759853181083,0.139863576418132,0.0196267177095073,0.425037413774735,0.0312116418472085,0.72391240379594,0.00112347389978253,0.0494866112835033,0.892461317897882,0.000485243645459903,0.0888021388634114,1.6080517221684
abc2dd7d8d1ccfb18ac1dbf458e14508,13,0.165063103610918,0.969213317647571,0.521492609074752,0.525598246513383,0.653712231498457,0.146414405456726,0.542230220397619,0.111850973042775,0.166631831950671,0.00796332918755105,0.378696522943727,0.0347769623477908,0.751617036503736,0.00111087571442587,0.0522643981660589,0.802845825968907,0.00106986023027843,0.0839451183336592,1.6181104254063
8a4b91c35700912d9d919e768b7a5d54,13,0.175026182390684,0.956909335254397,0.569481418994396,0.569079010665214,0.580838938408021,0.335855591413506,0.510291179283282,0.1115958600025,0.153152177785271,0.0157568149009432,0.43281823342619,0.0302027565443806,0.734371430376567,0.00124069003777854,0.0442847486361352,0.873981650361392,0.000612913970381225,0.0982907141169027,1.57549455743287
6e6d5336fc6d839a3e102ab8d0e3f1d8,13,0.123905102699919,0.944667868353913,0.401186360424778,0.538440685980489,0.52210628963243,0.315008764027479,0.766339013210407,0.12915421984805,0.13522114611856,0.0119527497832939,0.367850998269116,0.0371892896300494,0.724716099879789,0.000998606839866379,0.0454036570131045,0.842878304996938,0.000504433630901019,0.0876709727757623,1.61703733396999
129e73bb8eb3ce23816d9bc3418e918f,13,0.128651336175032,0.915308847198357,0.511738652692598,0.391786358858861,0.58148004967354,0.3651258511937,0.633038352128797,0.105282141190715,0.139485203013848,0.0180071069730469,0.432419325706737,0.0319627506973118,0.724216983770852,0.001146587357811,0.0487424321469489,0.892870039100796,0.000484264322134016,0.0886420369272239,1.60550945027293
