uid,n_hit,alphaHmul2010,alphaHmul2019,chi,epsilonHmul2010,epsilonHmul2019,eta,j1A0,j2A0,j3A0,j4A0,kappa,lambdaH,muDc,muH1,muH2,muK,multiplier,pEhigh,phiHmul2010,phiHmul2019,phiS,pR,pT,rho,sageA15,sigma,theta,thetamul,trmul,zeta
bc1d92193ea6bd651772b67155a0aba7,24,0.322169334,0.111555012,0.165568064,0.235014686,0.837023544,0.792675166,0.910301183,0.813967217,0.988200762,0.422053629,0.198134259,1.564247406,0.128015982,0.006522095,0.061301747,0.004301918,1.026707794,0.311745178,2.51271735,1.430226832,0.046495878,0.608319611,0.000747911,0.013855896,0.499742579,0.001129756,0.11095747,32.31300516,1.311130239,1.751207516
bc1d92193ea6bd651772b67155a0aba7,24,0.322169334,0.111555012,0.165568064,0.235014686,0.837023544,0.792675166,0.910301183,0.813967217,0.988200762,0.422053629,0.198134259,1.564247406,0.128015982,0.006522095,0.061301747,0.004301918,1.026707794,0.311745178,2.51271735,1.430226832,0.046495878,0.608319611,0.000747911,0.013855896,0.499742579,0.001129756,0.11095747,32.31300516,1.311130239,1.751207516
bc1d92193ea6bd651772b67155a0aba7,24,0.322169334,0.111555012,0.165568064,0.235014686,0.837023544,0.792675166,0.910301183,0.813967217,0.988200762,0.422053629,0.198134259,1.564247406,0.128015982,0.006522095,0.061301747,0.004301918,1.026707794,0.311745178,2.51271735,1.430226832,0.046495878,0.608319611,0.000747911,0.013855896,0.499742579,0.001129756,0.11095747,32.31300516,1.311130239,1.751207516
ad810da2bcf692467dbf4b4f8b4422b2,24,0.281059695,0.11553969,0.15569426,0.243824182,0.499681754,0.791146526,0.887677312,0.970759657,0.95919184,0.435803165,0.182096793,1.554308885,0.14370273,0.006404464,0.065809025,0.004549011,1.172059435,0.223874211,1.645805453,1.280888943,0.046226816,0.618001521,0.000455529,0.009328334,0.494601005,0.001114917,0.109751855,32.12201293,1.240853087,0.242080917
ad810da2bcf692467dbf4b4f8b4422b2,24,0.281059695,0.11553969,0.15569426,0.243824182,0.499681754,0.791146526,0.887677312,0.970759657,0.95919184,0.435803165,0.182096793,1.554308885,0.14370273,0.006404464,0.065809025,0.004549011,1.172059435,0.223874211,1.645805453,1.280888943,0.046226816,0.618001521,0.000455529,0.009328334,0.494601005,0.001114917,0.109751855,32.12201293,1.240853087,0.242080917
6d3dca26853dde3feadee31b08d89bc3,24,0.24418236,0.15446043,0.158763948,0.30955664,0.497703332,0.8066106,0.907474032,0.911495949,0.958907457,0.454152792,0.197846305,1.516217591,0.129320629,0.006710484,0.057699184,0.004366606,0.997298343,0.271682557,2.145832069,1.31602139,0.046629904,0.610772358,0.000649655,0.015336498,0.508205069,0.001128212,0.110916836,33.31491703,1.218511488,1.377997661
ba059a026639e26c0bf40c5758453c47,24,0.277800498,0.137859263,0.158647232,0.248337176,0.680702961,0.834709749,0.899909905,0.841750442,0.971155632,0.441544997,0.195678639,1.385974999,0.126208901,0.006825169,0.058067208,0.004890056,1.099575398,0.279717175,2.471018294,1.416898078,0.045813417,0.612931542,0.000748732,0.015134169,0.449823657,0.001110741,0.110726245,31.89723063,1.372475796,2.152214498
bc1d92193ea6bd651772b67155a0aba7,24,0.322169334,0.111555012,0.165568064,0.235014686,0.837023544,0.792675166,0.910301183,0.813967217,0.988200762,0.422053629,0.198134259,1.564247406,0.128015982,0.006522095,0.061301747,0.004301918,1.026707794,0.311745178,2.51271735,1.430226832,0.046495878,0.608319611,0.000747911,0.013855896,0.499742579,0.001129756,0.11095747,32.31300516,1.311130239,1.751207516
bc1d92193ea6bd651772b67155a0aba7,24,0.322169334,0.111555012,0.165568064,0.235014686,0.837023544,0.792675166,0.910301183,0.813967217,0.988200762,0.422053629,0.198134259,1.564247406,0.128015982,0.006522095,0.061301747,0.004301918,1.026707794,0.311745178,2.51271735,1.430226832,0.046495878,0.608319611,0.000747911,0.013855896,0.499742579,0.001129756,0.11095747,32.31300516,1.311130239,1.751207516
bc1d92193ea6bd651772b67155a0aba7,24,0.322169334,0.111555012,0.165568064,0.235014686,0.837023544,0.792675166,0.910301183,0.813967217,0.988200762,0.422053629,0.198134259,1.564247406,0.128015982,0.006522095,0.061301747,0.004301918,1.026707794,0.311745178,2.51271735,1.430226832,0.046495878,0.608319611,0.000747911,0.013855896,0.499742579,0.001129756,0.11095747,32.31300516,1.311130239,1.751207516
ad810da2bcf692467dbf4b4f8b4422b2,24,0.281059695,0.11553969,0.15569426,0.243824182,0.499681754,0.791146526,0.887677312,0.970759657,0.95919184,0.435803165,0.182096793,1.554308885,0.14370273,0.006404464,0.065809025,0.004549011,1.172059435,0.223874211,1.645805453,1.280888943,0.046226816,0.618001521,0.000455529,0.009328334,0.494601005,0.001114917,0.109751855,32.12201293,1.240853087,0.242080917
ad810da2bcf692467dbf4b4f8b4422b2,24,0.281059695,0.11553969,0.15569426,0.243824182,0.499681754,0.791146526,0.887677312,0.970759657,0.95919184,0.435803165,0.182096793,1.554308885,0.14370273,0.006404464,0.065809025,0.004549011,1.172059435,0.223874211,1.645805453,1.280888943,0.046226816,0.618001521,0.000455529,0.009328334,0.494601005,0.001114917,0.109751855,32.12201293,1.240853087,0.242080917
36769fa681e46e5cfca4275e792cc588,24,0.332725439,0.19646002,0.142179852,0.233216458,0.645845101,0.784771479,0.865379832,0.949375793,0.978521756,0.541631536,0.176530516,1.515151932,0.128351196,0.006407579,0.079282915,0.005268406,1.272779441,0.289107121,2.495860813,1.390011748,0.044931992,0.620912551,0.000794001,0.00297906,0.459766339,0.00102988,0.110698186,33.76707118,1.24543633,0.588613022
732812cbce92a81c47a328362c54d9aa,24,0.348980994,0.238421023,0.139288002,0.191024813,0.627043522,0.775916412,0.901490401,0.983189049,0.999890456,0.51411282,0.171333994,1.573772359,0.127244028,0.006155528,0.07219605,0.0056694,1.275142291,0.292354027,2.365156132,1.555338165,0.044590306,0.622497992,0.000695147,0.003642674,0.468740457,0.001028958,0.110856879,34.35195052,1.246361445,0.559631005
732812cbce92a81c47a328362c54d9aa,24,0.348980994,0.238421023,0.139288002,0.191024813,0.627043522,0.775916412,0.901490401,0.983189049,0.999890456,0.51411282,0.171333994,1.573772359,0.127244028,0.006155528,0.07219605,0.0056694,1.275142291,0.292354027,2.365156132,1.555338165,0.044590306,0.622497992,0.000695147,0.003642674,0.468740457,0.001028958,0.110856879,34.35195052,1.246361445,0.559631005
66e6aae66d8d3b9fc36274871b74acbf,24,0.19411577,0.21901134,0.145617455,0.36475425,0.826991092,0.796471743,0.838695181,0.856339046,0.976952445,0.438350757,0.188826028,1.537157745,0.116370861,0.006658006,0.059161043,0.004639041,1.111671025,0.280179407,2.177539122,1.190412035,0.04454284,0.618675739,0.000683948,0.014983414,0.547353369,0.001055695,0.110800887,30.39077365,1.158886004,1.178004224
66e6aae66d8d3b9fc36274871b74acbf,24,0.19411577,0.21901134,0.145617455,0.36475425,0.826991092,0.796471743,0.838695181,0.856339046,0.976952445,0.438350757,0.188826028,1.537157745,0.116370861,0.006658006,0.059161043,0.004639041,1.111671025,0.280179407,2.177539122,1.190412035,0.04454284,0.618675739,0.000683948,0.014983414,0.547353369,0.001055695,0.110800887,30.39077365,1.158886004,1.178004224
66e6aae66d8d3b9fc36274871b74acbf,24,0.19411577,0.21901134,0.145617455,0.36475425,0.826991092,0.796471743,0.838695181,0.856339046,0.976952445,0.438350757,0.188826028,1.537157745,0.116370861,0.006658006,0.059161043,0.004639041,1.111671025,0.280179407,2.177539122,1.190412035,0.04454284,0.618675739,0.000683948,0.014983414,0.547353369,0.001055695,0.110800887,30.39077365,1.158886004,1.178004224
f9667082f66e5b16bcdf424ccea5fa71,24,0.158722166,0.250164898,0.147952908,0.38896691,0.822178129,0.804053322,0.832965876,0.843538933,0.98074421,0.436044035,0.188687633,1.535549689,0.119098067,0.006614548,0.059847872,0.004694519,1.098086154,0.278835763,2.231289052,1.193722525,0.044679031,0.619702694,0.000691863,0.015120806,0.540882761,0.001064867,0.110585366,30.43141819,1.145234752,1.303776257
f9667082f66e5b16bcdf424ccea5fa71,24,0.158722166,0.250164898,0.147952908,0.38896691,0.822178129,0.804053322,0.832965876,0.843538933,0.98074421,0.436044035,0.188687633,1.535549689,0.119098067,0.006614548,0.059847872,0.004694519,1.098086154,0.278835763,2.231289052,1.193722525,0.044679031,0.619702694,0.000691863,0.015120806,0.540882761,0.001064867,0.110585366,30.43141819,1.145234752,1.303776257
36769fa681e46e5cfca4275e792cc588,24,0.332725439,0.19646002,0.142179852,0.233216458,0.645845101,0.784771479,0.865379832,0.949375793,0.978521756,0.541631536,0.176530516,1.515151932,0.128351196,0.006407579,0.079282915,0.005268406,1.272779441,0.289107121,2.495860813,1.390011748,0.044931992,0.620912551,0.000794001,0.00297906,0.459766339,0.00102988,0.110698186,33.76707118,1.24543633,0.588613022
732812cbce92a81c47a328362c54d9aa,24,0.348980994,0.238421023,0.139288002,0.191024813,0.627043522,0.775916412,0.901490401,0.983189049,0.999890456,0.51411282,0.171333994,1.573772359,0.127244028,0.006155528,0.07219605,0.0056694,1.275142291,0.292354027,2.365156132,1.555338165,0.044590306,0.622497992,0.000695147,0.003642674,0.468740457,0.001028958,0.110856879,34.35195052,1.246361445,0.559631005
732812cbce92a81c47a328362c54d9aa,24,0.348980994,0.238421023,0.139288002,0.191024813,0.627043522,0.775916412,0.901490401,0.983189049,0.999890456,0.51411282,0.171333994,1.573772359,0.127244028,0.006155528,0.07219605,0.0056694,1.275142291,0.292354027,2.365156132,1.555338165,0.044590306,0.622497992,0.000695147,0.003642674,0.468740457,0.001028958,0.110856879,34.35195052,1.246361445,0.559631005
66e6aae66d8d3b9fc36274871b74acbf,24,0.19411577,0.21901134,0.145617455,0.36475425,0.826991092,0.796471743,0.838695181,0.856339046,0.976952445,0.438350757,0.188826028,1.537157745,0.116370861,0.006658006,0.059161043,0.004639041,1.111671025,0.280179407,2.177539122,1.190412035,0.04454284,0.618675739,0.000683948,0.014983414,0.547353369,0.001055695,0.110800887,30.39077365,1.158886004,1.178004224
66e6aae66d8d3b9fc36274871b74acbf,24,0.19411577,0.21901134,0.145617455,0.36475425,0.826991092,0.796471743,0.838695181,0.856339046,0.976952445,0.438350757,0.188826028,1.537157745,0.116370861,0.006658006,0.059161043,0.004639041,1.111671025,0.280179407,2.177539122,1.190412035,0.04454284,0.618675739,0.000683948,0.014983414,0.547353369,0.001055695,0.110800887,30.39077365,1.158886004,1.178004224
66e6aae66d8d3b9fc36274871b74acbf,24,0.19411577,0.21901134,0.145617455,0.36475425,0.826991092,0.796471743,0.838695181,0.856339046,0.976952445,0.438350757,0.188826028,1.537157745,0.116370861,0.006658006,0.059161043,0.004639041,1.111671025,0.280179407,2.177539122,1.190412035,0.04454284,0.618675739,0.000683948,0.014983414,0.547353369,0.001055695,0.110800887,30.39077365,1.158886004,1.178004224
f9667082f66e5b16bcdf424ccea5fa71,24,0.158722166,0.250164898,0.147952908,0.38896691,0.822178129,0.804053322,0.832965876,0.843538933,0.98074421,0.436044035,0.188687633,1.535549689,0.119098067,0.006614548,0.059847872,0.004694519,1.098086154,0.278835763,2.231289052,1.193722525,0.044679031,0.619702694,0.000691863,0.015120806,0.540882761,0.001064867,0.110585366,30.43141819,1.145234752,1.303776257
f9667082f66e5b16bcdf424ccea5fa71,24,0.158722166,0.250164898,0.147952908,0.38896691,0.822178129,0.804053322,0.832965876,0.843538933,0.98074421,0.436044035,0.188687633,1.535549689,0.119098067,0.006614548,0.059847872,0.004694519,1.098086154,0.278835763,2.231289052,1.193722525,0.044679031,0.619702694,0.000691863,0.015120806,0.540882761,0.001064867,0.110585366,30.43141819,1.145234752,1.303776257
6819442ef79719ef2d49b59deb912ab1,24,0.181167878,0.326675753,0.146055225,0.370648984,0.478908731,0.762985005,0.921758617,0.891611041,0.976674782,0.508405417,0.209837705,1.537653546,0.121699064,0.006739051,0.060509972,0.004747559,1.058565782,0.28713484,1.82183733,1.41194401,0.046013099,0.620916483,0.000655622,0.015684799,0.510381226,0.001093853,0.110851161,32.15957482,1.196319347,1.439810952
061d1b823837ce553e1c672113f2172b,24,0.254176387,0.206615379,0.151103048,0.273179095,0.402635545,0.847439552,0.881716374,0.857608622,0.939902511,0.496983664,0.216877113,1.525681645,0.124369255,0.006496463,0.056647319,0.004982402,0.947450354,0.331063538,1.428902731,1.184272119,0.045552143,0.630495928,0.000735281,0.015041117,0.522201425,0.001108525,0.11064186,32.24261435,1.084045025,1.02906123
438785b473f95b5536442622d6cea93e,24,0.235009959,0.420351409,0.14895751,0.345924226,0.246826619,0.803868581,0.873487712,0.867016828,0.989299752,0.468635243,0.218258186,1.531433829,0.119877598,0.006940629,0.06259232,0.005172945,0.877804657,0.313079861,1.631689672,1.178907673,0.046512758,0.614009107,0.000715989,0.013676174,0.551814989,0.001099561,0.110630027,34.12326602,1.284246041,0.970597279
5dc23adcd63f9ccb3c57d6ecf58281f3,24,0.229065989,0.300598357,0.160647145,0.286932145,0.467152921,0.756645866,0.911734504,0.975116363,0.889151396,0.440804959,0.217301621,1.616011755,0.125198359,0.006406046,0.076894683,0.003614547,0.976735082,0.323129432,1.879319728,1.206107003,0.045429597,0.622044812,0.000715726,0.014820587,0.475120068,0.001124221,0.110458131,29.97652537,1.177614646,1.227682668
5dc23adcd63f9ccb3c57d6ecf58281f3,24,0.229065989,0.300598357,0.160647145,0.286932145,0.467152921,0.756645866,0.911734504,0.975116363,0.889151396,0.440804959,0.217301621,1.616011755,0.125198359,0.006406046,0.076894683,0.003614547,0.976735082,0.323129432,1.879319728,1.206107003,0.045429597,0.622044812,0.000715726,0.014820587,0.475120068,0.001124221,0.110458131,29.97652537,1.177614646,1.227682668
5dc23adcd63f9ccb3c57d6ecf58281f3,24,0.229065989,0.300598357,0.160647145,0.286932145,0.467152921,0.756645866,0.911734504,0.975116363,0.889151396,0.440804959,0.217301621,1.616011755,0.125198359,0.006406046,0.076894683,0.003614547,0.976735082,0.323129432,1.879319728,1.206107003,0.045429597,0.622044812,0.000715726,0.014820587,0.475120068,0.001124221,0.110458131,29.97652537,1.177614646,1.227682668
7dec5d01592998fb8fa6b7f7b68adb14,24,0.347681858,0.286124205,0.157313628,0.27312056,0.350820425,0.808450448,0.911003917,0.941773061,0.909010284,0.477244773,0.220391601,1.601587579,0.114942736,0.006309461,0.078136835,0.004091947,0.921538207,0.319141138,1.653919443,1.049812811,0.045312378,0.627775618,0.000769726,0.013652699,0.46494617,0.001119035,0.108532069,31.42168418,1.234657421,1.569573622
6819442ef79719ef2d49b59deb912ab1,24,0.181167878,0.326675753,0.146055225,0.370648984,0.478908731,0.762985005,0.921758617,0.891611041,0.976674782,0.508405417,0.209837705,1.537653546,0.121699064,0.006739051,0.060509972,0.004747559,1.058565782,0.28713484,1.82183733,1.41194401,0.046013099,0.620916483,0.000655622,0.015684799,0.510381226,0.001093853,0.110851161,32.15957482,1.196319347,1.439810952
061d1b823837ce553e1c672113f2172b,24,0.254176387,0.206615379,0.151103048,0.273179095,0.402635545,0.847439552,0.881716374,0.857608622,0.939902511,0.496983664,0.216877113,1.525681645,0.124369255,0.006496463,0.056647319,0.004982402,0.947450354,0.331063538,1.428902731,1.184272119,0.045552143,0.630495928,0.000735281,0.015041117,0.522201425,0.001108525,0.11064186,32.24261435,1.084045025,1.02906123
438785b473f95b5536442622d6cea93e,24,0.235009959,0.420351409,0.14895751,0.345924226,0.246826619,0.803868581,0.873487712,0.867016828,0.989299752,0.468635243,0.218258186,1.531433829,0.119877598,0.006940629,0.06259232,0.005172945,0.877804657,0.313079861,1.631689672,1.178907673,0.046512758,0.614009107,0.000715989,0.013676174,0.551814989,0.001099561,0.110630027,34.12326602,1.284246041,0.970597279
5dc23adcd63f9ccb3c57d6ecf58281f3,24,0.229065989,0.300598357,0.160647145,0.286932145,0.467152921,0.756645866,0.911734504,0.975116363,0.889151396,0.440804959,0.217301621,1.616011755,0.125198359,0.006406046,0.076894683,0.003614547,0.976735082,0.323129432,1.879319728,1.206107003,0.045429597,0.622044812,0.000715726,0.014820587,0.475120068,0.001124221,0.110458131,29.97652537,1.177614646,1.227682668
5dc23adcd63f9ccb3c57d6ecf58281f3,24,0.229065989,0.300598357,0.160647145,0.286932145,0.467152921,0.756645866,0.911734504,0.975116363,0.889151396,0.440804959,0.217301621,1.616011755,0.125198359,0.006406046,0.076894683,0.003614547,0.976735082,0.323129432,1.879319728,1.206107003,0.045429597,0.622044812,0.000715726,0.014820587,0.475120068,0.001124221,0.110458131,29.97652537,1.177614646,1.227682668
5dc23adcd63f9ccb3c57d6ecf58281f3,24,0.229065989,0.300598357,0.160647145,0.286932145,0.467152921,0.756645866,0.911734504,0.975116363,0.889151396,0.440804959,0.217301621,1.616011755,0.125198359,0.006406046,0.076894683,0.003614547,0.976735082,0.323129432,1.879319728,1.206107003,0.045429597,0.622044812,0.000715726,0.014820587,0.475120068,0.001124221,0.110458131,29.97652537,1.177614646,1.227682668
7dec5d01592998fb8fa6b7f7b68adb14,24,0.347681858,0.286124205,0.157313628,0.27312056,0.350820425,0.808450448,0.911003917,0.941773061,0.909010284,0.477244773,0.220391601,1.601587579,0.114942736,0.006309461,0.078136835,0.004091947,0.921538207,0.319141138,1.653919443,1.049812811,0.045312378,0.627775618,0.000769726,0.013652699,0.46494617,0.001119035,0.108532069,31.42168418,1.234657421,1.569573622
e12b40423eaf9d5ec1f32aef0ba29c07,24,0.312154745,0.184416822,0.157438442,0.205043406,0.525439275,0.822058403,0.949023525,0.877164653,0.943024176,0.471734277,0.184282652,1.617075808,0.133297164,0.00661048,0.074266206,0.003474588,0.958497705,0.275806304,1.842680638,1.339158954,0.046500487,0.609537986,0.000722534,0.01432073,0.485710792,0.001112304,0.109306598,31.00457468,1.284716513,1.80965669
ad04b9c3ac5729631cee8a13f36bee8f,24,0.291085663,0.185620031,0.157916496,0.202478794,0.522041327,0.822046701,0.952231715,0.874227854,0.939550496,0.471116076,0.185376907,1.611172022,0.133473333,0.006626848,0.074642783,0.003423131,0.958347884,0.27813162,1.834708971,1.350038249,0.046517678,0.61066704,0.000719722,0.014591478,0.488045748,0.001112023,0.109305593,31.10979576,1.278512256,1.738013016
81ecf8ddef9e2af25071e1c98db9cc23,24,0.326710858,0.180223798,0.158241623,0.189530211,0.569272725,0.820486732,0.940379038,0.889576315,0.946983364,0.465915088,0.185277363,1.628590707,0.132876914,0.006476727,0.078135078,0.003537151,0.964538511,0.281678737,1.860792412,1.404361354,0.046565295,0.609889607,0.000720444,0.014721281,0.492975928,0.001113653,0.10952225,30.72064882,1.257707965,1.719423542
efec10dc95479a42c4a330109ed76298,24,0.259287263,0.21210409,0.15663961,0.236170933,0.499243027,0.802124918,0.947342684,0.908066743,0.940285632,0.436273016,0.17839507,1.575220252,0.135104515,0.006533034,0.067632642,0.003261751,0.993577913,0.280553047,1.766994452,1.321489254,0.046448998,0.620663523,0.000717469,0.013955512,0.471632684,0.001108381,0.109475473,30.94106283,1.234643763,1.808284038
1e15c5c5c49c3e7e3eb152653893b627,24,0.236468941,0.173155481,0.151151232,0.252656862,0.58950325,0.806941203,0.920522694,0.899222386,0.932375423,0.424760034,0.178568599,1.420607532,0.136682421,0.006489931,0.05916371,0.003630861,1.048641666,0.333362388,1.825451115,1.208605853,0.046278601,0.622150422,0.00080793,0.015546484,0.466370718,0.001051489,0.109116629,31.54550425,1.189182462,2.235507518
7a65d05bd1be40ffba0e182e4c86da98,24,0.267571204,0.157791687,0.151536374,0.270418135,0.506341053,0.790835408,0.893622751,0.890326888,0.93656649,0.445697597,0.176167751,1.475718811,0.1328747,0.006540052,0.062193504,0.003745853,1.003907019,0.309414096,1.90138053,1.286849152,0.04626777,0.620176745,0.000738864,0.01480535,0.440502636,0.001061869,0.109709385,31.95448977,1.242750414,2.153572539
4bb0493c5303647291d67bfd64936784,24,0.286822518,0.157947089,0.151379585,0.239614007,0.550893059,0.81812037,0.922510121,0.893538498,0.924943073,0.456591371,0.187965344,1.470943994,0.131957078,0.006521123,0.060044457,0.003667319,0.99126778,0.279361194,1.772944922,1.199415068,0.046302537,0.612681615,0.000753372,0.014415874,0.471627796,0.001093784,0.108020827,30.96430173,1.229955883,1.913580819
e12b40423eaf9d5ec1f32aef0ba29c07,24,0.312154745,0.184416822,0.157438442,0.205043406,0.525439275,0.822058403,0.949023525,0.877164653,0.943024176,0.471734277,0.184282652,1.617075808,0.133297164,0.00661048,0.074266206,0.003474588,0.958497705,0.275806304,1.842680638,1.339158954,0.046500487,0.609537986,0.000722534,0.01432073,0.485710792,0.001112304,0.109306598,31.00457468,1.284716513,1.80965669
ad04b9c3ac5729631cee8a13f36bee8f,24,0.291085663,0.185620031,0.157916496,0.202478794,0.522041327,0.822046701,0.952231715,0.874227854,0.939550496,0.471116076,0.185376907,1.611172022,0.133473333,0.006626848,0.074642783,0.003423131,0.958347884,0.27813162,1.834708971,1.350038249,0.046517678,0.61066704,0.000719722,0.014591478,0.488045748,0.001112023,0.109305593,31.10979576,1.278512256,1.738013016
81ecf8ddef9e2af25071e1c98db9cc23,24,0.326710858,0.180223798,0.158241623,0.189530211,0.569272725,0.820486732,0.940379038,0.889576315,0.946983364,0.465915088,0.185277363,1.628590707,0.132876914,0.006476727,0.078135078,0.003537151,0.964538511,0.281678737,1.860792412,1.404361354,0.046565295,0.609889607,0.000720444,0.014721281,0.492975928,0.001113653,0.10952225,30.72064882,1.257707965,1.719423542
efec10dc95479a42c4a330109ed76298,24,0.259287263,0.21210409,0.15663961,0.236170933,0.499243027,0.802124918,0.947342684,0.908066743,0.940285632,0.436273016,0.17839507,1.575220252,0.135104515,0.006533034,0.067632642,0.003261751,0.993577913,0.280553047,1.766994452,1.321489254,0.046448998,0.620663523,0.000717469,0.013955512,0.471632684,0.001108381,0.109475473,30.94106283,1.234643763,1.808284038
1e15c5c5c49c3e7e3eb152653893b627,24,0.236468941,0.173155481,0.151151232,0.252656862,0.58950325,0.806941203,0.920522694,0.899222386,0.932375423,0.424760034,0.178568599,1.420607532,0.136682421,0.006489931,0.05916371,0.003630861,1.048641666,0.333362388,1.825451115,1.208605853,0.046278601,0.622150422,0.00080793,0.015546484,0.466370718,0.001051489,0.109116629,31.54550425,1.189182462,2.235507518
7a65d05bd1be40ffba0e182e4c86da98,24,0.267571204,0.157791687,0.151536374,0.270418135,0.506341053,0.790835408,0.893622751,0.890326888,0.93656649,0.445697597,0.176167751,1.475718811,0.1328747,0.006540052,0.062193504,0.003745853,1.003907019,0.309414096,1.90138053,1.286849152,0.04626777,0.620176745,0.000738864,0.01480535,0.440502636,0.001061869,0.109709385,31.95448977,1.242750414,2.153572539
4bb0493c5303647291d67bfd64936784,24,0.286822518,0.157947089,0.151379585,0.239614007,0.550893059,0.81812037,0.922510121,0.893538498,0.924943073,0.456591371,0.187965344,1.470943994,0.131957078,0.006521123,0.060044457,0.003667319,0.99126778,0.279361194,1.772944922,1.199415068,0.046302537,0.612681615,0.000753372,0.014415874,0.471627796,0.001093784,0.108020827,30.96430173,1.229955883,1.913580819
53f979f35aae8e2595d55d24bf361d59,24,0.237170752,0.181134295,0.152981784,0.329110277,0.326338459,0.806611031,0.92317902,0.92948034,0.920336094,0.486340946,0.213772052,1.626119239,0.127289784,0.006846355,0.078883139,0.004056494,0.919558958,0.274848181,2.148177054,1.175002716,0.045999832,0.610811034,0.000590471,0.017197194,0.475721712,0.001085717,0.10982722,34.54932712,1.063176835,0.981945064
53f979f35aae8e2595d55d24bf361d59,24,0.237170752,0.181134295,0.152981784,0.329110277,0.326338459,0.806611031,0.92317902,0.92948034,0.920336094,0.486340946,0.213772052,1.626119239,0.127289784,0.006846355,0.078883139,0.004056494,0.919558958,0.274848181,2.148177054,1.175002716,0.045999832,0.610811034,0.000590471,0.017197194,0.475721712,0.001085717,0.10982722,34.54932712,1.063176835,0.981945064
bf78a6e7bf12e467ffbe44bd6ba36e66,24,0.213567811,0.176405317,0.172864944,0.359162696,0.358974975,0.84823546,0.868509926,0.870430196,0.983006735,0.503949037,0.209534482,1.373022808,0.12305618,0.006695478,0.061568092,0.003708948,0.926197186,0.318246196,2.440900296,1.256241777,0.045393805,0.601059815,0.000798704,0.015997627,0.459744932,0.001069527,0.106913164,32.48274811,1.187007993,1.134041222
bf78a6e7bf12e467ffbe44bd6ba36e66,24,0.213567811,0.176405317,0.172864944,0.359162696,0.358974975,0.84823546,0.868509926,0.870430196,0.983006735,0.503949037,0.209534482,1.373022808,0.12305618,0.006695478,0.061568092,0.003708948,0.926197186,0.318246196,2.440900296,1.256241777,0.045393805,0.601059815,0.000798704,0.015997627,0.459744932,0.001069527,0.106913164,32.48274811,1.187007993,1.134041222
bf78a6e7bf12e467ffbe44bd6ba36e66,24,0.213567811,0.176405317,0.172864944,0.359162696,0.358974975,0.84823546,0.868509926,0.870430196,0.983006735,0.503949037,0.209534482,1.373022808,0.12305618,0.006695478,0.061568092,0.003708948,0.926197186,0.318246196,2.440900296,1.256241777,0.045393805,0.601059815,0.000798704,0.015997627,0.459744932,0.001069527,0.106913164,32.48274811,1.187007993,1.134041222
bf78a6e7bf12e467ffbe44bd6ba36e66,24,0.213567811,0.176405317,0.172864944,0.359162696,0.358974975,0.84823546,0.868509926,0.870430196,0.983006735,0.503949037,0.209534482,1.373022808,0.12305618,0.006695478,0.061568092,0.003708948,0.926197186,0.318246196,2.440900296,1.256241777,0.045393805,0.601059815,0.000798704,0.015997627,0.459744932,0.001069527,0.106913164,32.48274811,1.187007993,1.134041222
a53859f28d1c5327505b0066c4bbf8b0,24,0.23790852,0.156735655,0.154515003,0.338511807,0.420218222,0.797658822,0.911532582,0.913789484,0.941176286,0.439519606,0.199742518,1.442404657,0.128465695,0.006607581,0.0564273,0.004082247,1.007189578,0.295532966,2.064288056,1.393209166,0.046589252,0.618488845,0.000680834,0.016603845,0.499447717,0.001129575,0.110725217,32.14868771,1.278218072,1.489755207
bd1b3dd25b7253f89c4ac3d85b66ef34,24,0.226672686,0.168386944,0.154215734,0.339463909,0.421987552,0.796479681,0.909983919,0.91248198,0.940970737,0.442733656,0.200645015,1.459357604,0.128311759,0.006596268,0.056732609,0.004155639,1.007286124,0.294288138,2.047739046,1.403118931,0.046673367,0.618887694,0.000684738,0.016420034,0.496345213,0.001125787,0.110764672,32.00988254,1.279314827,1.536131412
9f8e631c33bdf0fccffd118305d518a4,24,0.230991856,0.188994655,0.150041341,0.340623146,0.46305762,0.769440045,0.898326311,0.95301691,0.916720628,0.430933133,0.195824322,1.549166075,0.135294911,0.006510507,0.05809392,0.00415803,1.022992968,0.271906104,1.910722483,1.343526417,0.04592946,0.613567771,0.000683968,0.015079198,0.487452651,0.001122244,0.11005783,30.84835337,1.332317108,1.74900048
1469a07f75b73f469e60aa932c01975d,24,0.238323381,0.196689513,0.149643248,0.328736334,0.466909708,0.772144621,0.897832748,0.952341591,0.917632277,0.428034963,0.195749143,1.540950046,0.135957299,0.006530603,0.058013772,0.004182872,1.018730901,0.269658945,1.915476005,1.351955553,0.045910125,0.614424594,0.000691084,0.015219229,0.485057236,0.00112079,0.110043115,30.72519393,1.334870342,1.780841554
ffc789da56812e4034e566d233f5f9bb,24,0.288748251,0.111913795,0.150431591,0.363422252,0.514028995,0.796366312,0.90975359,0.932562962,0.926072131,0.409318769,0.198786138,1.543870696,0.13322828,0.006502263,0.058011286,0.004546733,1.093442432,0.267229436,1.91535853,1.246608128,0.04647245,0.618224965,0.000656044,0.017858823,0.525517936,0.001105373,0.108121463,30.96298671,1.357188269,1.663540552
