uid,n_hit,aHIVdeath,aHIVslowrecov,aHIVtreatinit,alphaH,alphaHmul2010,atheta,chi,epsilonH,epsilonHmul2010,eta,j1A0,j2A0,j3A0,j4A0,kappa,lambdaH,muDc,muH1,muH2,muK,multiplier,pEhigh,phiH,phiHmul2010,phiS,pR,pT,rho,sageA15,sigma,smul,theta,zeta
7f8198f76a78798bb6ea244e548024bb,34,2.324442805,0.539722383,1.101624248,0.556909566,0.739056089,23.84446387,0.230621029,0.594151843,0.408942824,0.513937135,0.384034264,0.334379668,0.335308392,0.491289569,0.163509992,1.287940617,0.103176379,0.004936403,0.100482735,0.014676888,0.285191006,0.405889159,2.085495127,3.661175608,0.034204293,0.63993234,0.001290463,0.002894118,0.807946184,0.000460867,0.802500162,0.089352925,0.408910302
887eb27f3113814282aab2bb5eebcff5,34,2.545071847,0.682520932,1.100189239,0.759371999,0.67345911,21.97336607,0.237300952,0.557520795,0.359579773,0.529775039,0.328128337,0.385261913,0.412487018,0.519917317,0.160586522,1.300467976,0.096572469,0.005881019,0.106335138,0.018260727,0.253330921,0.391278018,2.079649478,4.321248798,0.030431219,0.65220488,0.001309466,0.003458466,0.868053582,0.000522754,0.931495553,0.088023101,0.417253776
6751f6724ad84f03753f04f156e09d11,34,2.498644097,0.697958912,1.275148533,0.858241262,0.723333271,19.5060177,0.235613586,0.56381407,0.346881329,0.515681395,0.339064466,0.400907534,0.486172062,0.484904492,0.159892396,1.308138564,0.08462305,0.005012257,0.113519618,0.021098549,0.265344162,0.400831226,1.756848296,4.369455336,0.026534306,0.635192923,0.001305573,0.003556751,0.88899015,0.000526327,0.968082461,0.087856699,0.451264977
28d1b282f350ae87013127fd53fd61db,34,3.110443298,0.68991241,1.034760641,0.789601178,0.706497992,21.91497871,0.23313064,0.552895662,0.342471597,0.552688392,0.306627746,0.424620846,0.468812794,0.472880016,0.167098422,1.293555315,0.083441092,0.005951158,0.107116979,0.018736006,0.286091599,0.384695096,1.742081289,4.135400496,0.028253451,0.652180888,0.001327589,0.00354086,0.878340667,0.000535599,0.796255158,0.085579755,0.425450757
f75fbdc2db5cb1b4dc29d2a85a6e1138,34,2.503644771,0.720649752,1.11057713,0.785774535,0.712184623,22.81146323,0.237828482,0.558087262,0.354290142,0.532009722,0.316796772,0.35763725,0.387647991,0.52791271,0.159954051,1.292876366,0.099817205,0.005329791,0.103663103,0.017588657,0.244235349,0.388565298,2.045116715,4.249933641,0.030618196,0.651402694,0.001322304,0.003258308,0.864420352,0.00053864,0.920683503,0.086492996,0.406656018
baaf382875b58c2dd8ef953917e74f2f,34,2.919842633,0.70528774,1.058106366,0.777467679,0.806459055,20.38582577,0.235978794,0.552810444,0.317653698,0.55846321,0.308808217,0.396081444,0.531785177,0.486198588,0.165109507,1.279115155,0.081855914,0.006644921,0.104884377,0.021272337,0.294223372,0.378734797,1.696838639,4.462306708,0.02709726,0.644539318,0.001306065,0.003677528,0.894944052,0.000549404,0.932041844,0.086344606,0.434443309
a4746bdcffc7869e895f01ca8ecd27d7,34,2.856000675,0.767425106,0.955043044,0.794968003,0.733855298,19.53289442,0.236792489,0.51976147,0.35490767,0.553440278,0.265850204,0.384772787,0.484432541,0.486496602,0.170328922,1.28369097,0.078554813,0.006085277,0.104652956,0.021760817,0.297737923,0.387484268,1.512853989,4.574925147,0.026951985,0.640159459,0.001330439,0.003529456,0.897142622,0.000543153,0.884577589,0.085792869,0.438674329
76baf39012e9807d0124e61d6f852170,34,2.88690004,0.699248227,1.051732818,0.732831813,0.816506981,21.27282206,0.235477994,0.54541949,0.339406121,0.568750124,0.334274319,0.432823508,0.497357092,0.480627661,0.165361518,1.280451923,0.085522476,0.006851308,0.102958057,0.020711813,0.286931473,0.375477945,1.884069763,4.256346978,0.027630827,0.648129969,0.001306579,0.003676972,0.89327667,0.000532972,0.861386375,0.08633096,0.419326429
cf83eabb0048ce83bec9b9f2313d5364,34,2.714411177,0.549064405,1.038362536,0.542327583,0.761460006,21.24538385,0.232418144,0.590656746,0.390554277,0.546236603,0.372102816,0.410117401,0.398744823,0.46958706,0.168369595,1.292729688,0.087421179,0.005575089,0.107894051,0.017023554,0.246590401,0.389100489,1.939383354,3.892722794,0.033083254,0.647209801,0.001295206,0.00340128,0.856439162,0.000489574,0.782580797,0.088162589,0.434071333
f9235d56c1883ca7f86c8d605b05ba30,34,2.938079044,0.755079693,0.992829623,0.64287064,0.669707314,20.72860723,0.238078232,0.524828125,0.419674966,0.562821328,0.278649987,0.388443528,0.449124973,0.464868123,0.173433679,1.304855982,0.084230755,0.006096855,0.104101382,0.020021942,0.268288495,0.381494339,1.533003733,4.507990973,0.027338156,0.64591625,0.001327317,0.003527135,0.887061306,0.000570247,0.873891281,0.084816706,0.431857565
830b9fe6c38aef74e61dc8c2f82ba248,34,2.563322018,0.677164358,1.18379836,0.730646816,0.708009897,20.06463095,0.235648302,0.558213553,0.379292729,0.526626011,0.413271229,0.47135007,0.426236815,0.474108586,0.166424367,1.292878402,0.086938973,0.005523497,0.108781837,0.019262625,0.277452859,0.401171817,2.34922109,4.208762168,0.029180649,0.639884475,0.001303001,0.003588492,0.882280218,0.000473421,0.82185707,0.089872454,0.434292231
9b7c84b54b92d20bc310095ea2518fd6,34,3.106621299,0.713500451,1.038914011,0.784962973,0.726120184,21.40297434,0.233834257,0.542505998,0.336485636,0.554945009,0.309230812,0.437516171,0.496585129,0.473161891,0.166475538,1.292175439,0.082388307,0.006289771,0.106500013,0.019332278,0.281114421,0.382531104,1.755438614,4.215519208,0.027618667,0.651790435,0.001319812,0.003672457,0.888124467,0.000539813,0.81789098,0.085795772,0.424468435
4db9f27e88179d8ed2d07de0d388fc2b,34,3.004907875,0.684303785,1.047992937,0.805769642,0.68942262,19.17740751,0.235099244,0.529829361,0.344103444,0.547606932,0.297719317,0.404964391,0.559640907,0.460327414,0.165127285,1.303827372,0.079377297,0.006333291,0.109211681,0.02132368,0.284569004,0.386128853,1.567748715,4.495794649,0.027163857,0.646908253,0.001322917,0.003746389,0.89230953,0.000531483,0.873243749,0.086513143,0.436131021
0274004b42ff4846dff22c9ddcbfa1d8,34,3.110055115,0.673656319,1.076466008,0.899548552,0.565359598,19.67387461,0.234536139,0.508892173,0.30663641,0.529288629,0.318936428,0.454073061,0.483215067,0.476352009,0.162519605,1.302536716,0.085613662,0.005972639,0.100188698,0.020996371,0.33744645,0.387631795,1.880231949,4.556421295,0.027438535,0.652201525,0.001305559,0.003607293,0.887791937,0.000475165,0.889460778,0.088934374,0.433105726
7345738c1b64230d146f724d2efff431,34,3.064424349,0.717062904,1.047216649,0.732532494,0.706155012,20.34493787,0.234693326,0.540606727,0.350364716,0.55294879,0.295841267,0.424233269,0.492603803,0.472476802,0.166746209,1.297094985,0.078530362,0.005796701,0.107592266,0.019484768,0.259267774,0.382236019,1.772216943,4.233093372,0.028685288,0.644530485,0.001326656,0.003629699,0.902632374,0.000543762,0.826439022,0.084583337,0.435472902
c97ca3fc3ce8c684423e660ac6ddaa14,34,2.54407945,0.701686965,1.136645956,0.748459912,0.659741319,23.41546298,0.234372562,0.505917639,0.434642887,0.549669079,0.338235178,0.376634679,0.360836882,0.504386079,0.163745232,1.308590495,0.095757118,0.005431522,0.11015429,0.018723137,0.246586396,0.386772559,2.010752333,3.686054249,0.030929443,0.638666233,0.001293352,0.003235805,0.873322772,0.000501898,0.770125591,0.087426495,0.386027465
c24c4423f022445e304de6da8790f964,34,2.401370336,0.699553658,1.175123566,0.843082353,0.693638654,23.74562364,0.234604287,0.561632292,0.3395413,0.518790284,0.360494458,0.349966563,0.384072575,0.505063133,0.164199057,1.279397683,0.102587226,0.005824364,0.092070106,0.017470614,0.315331252,0.401520052,2.294046172,3.939383152,0.029937242,0.648223976,0.001307816,0.003113037,0.836040333,0.000506398,0.851138964,0.089375332,0.393540614
ace5f3278b5b1241f9581be35a464331,34,2.3996576,0.661927404,1.268523103,0.80609915,0.700279358,20.46717197,0.234456543,0.551900415,0.38036482,0.520542806,0.368449394,0.390802915,0.481485118,0.485773054,0.157181518,1.307399955,0.090533813,0.005427043,0.111555831,0.020052815,0.284341448,0.400665751,1.786000519,4.272282537,0.027549632,0.634843223,0.001307231,0.0034688,0.877338231,0.000506572,0.95349404,0.087505626,0.433870955
4e5dd3961bc32a3da25d200bbba04ea9,34,3.008461114,0.675129527,1.053281117,0.755044005,0.710921644,19.71585073,0.234485175,0.531783587,0.352732133,0.550162491,0.313189462,0.430967701,0.558212254,0.460718052,0.163578092,1.302318051,0.080210503,0.006431508,0.109440259,0.020594177,0.275465519,0.384620086,1.698956643,4.391341224,0.027422361,0.64877975,0.001319049,0.003793567,0.893387956,0.000527823,0.853234264,0.086430083,0.433765298
db8c417b14396b03105997d7cfb4b308,34,2.799926353,0.776480893,1.031690099,0.685231027,0.669647911,20.19949957,0.238071582,0.519823402,0.420349815,0.55497294,0.283473282,0.392392772,0.454322686,0.471868936,0.170371908,1.305449275,0.08424217,0.00555745,0.10609598,0.020946502,0.262886348,0.382594659,1.405964885,4.528601769,0.027103321,0.642350165,0.001330423,0.003480108,0.890586279,0.000555597,0.897453184,0.084518408,0.431887485
518d188849b2152d8a35f76e79162b6e,34,3.126105381,0.740690984,1.02673117,0.821885682,0.710379078,20.24932468,0.234872387,0.53283727,0.335631266,0.550591997,0.286211915,0.442999095,0.495546196,0.46675627,0.1684792,1.295834884,0.076853747,0.005828638,0.109841779,0.020514563,0.260378863,0.38403706,1.69462266,4.327797483,0.027127206,0.648195234,0.001326716,0.003680069,0.897329987,0.000542726,0.815217054,0.085674142,0.438521742
b69639d54eebb0498feec63695941b63,34,2.589921543,0.735775015,1.120830131,0.740307245,0.732797152,22.99867848,0.234833524,0.525459297,0.393684621,0.551634828,0.301569661,0.343182298,0.398374404,0.51922994,0.161843455,1.307420617,0.093948375,0.005370128,0.107701916,0.018975507,0.250073953,0.380267268,1.841618875,3.684237915,0.030120213,0.637668813,0.001288023,0.003228659,0.887841847,0.000530237,0.812576846,0.086069546,0.390654864
2d4c565fc5140b50df5e076e791f402b,34,2.959181322,0.768458817,1.022143218,0.805622627,0.650228307,20.36057651,0.236823994,0.528239286,0.343239475,0.551067531,0.293282211,0.386302256,0.443434162,0.503280389,0.171712875,1.286741541,0.081810385,0.005803137,0.099794646,0.019494294,0.287531852,0.381865891,1.803728838,4.081686282,0.028738934,0.649489843,0.001312526,0.003546509,0.893873414,0.000553217,0.807423603,0.087334148,0.424509744
7bac146a82a4c5cd4259cb88349d579a,34,2.91064524,0.73128627,1.056000087,0.770776496,0.675057998,19.85241918,0.236356384,0.535575409,0.334121523,0.535118278,0.281717669,0.369393918,0.465125812,0.506111349,0.169205324,1.306340802,0.07928928,0.005946237,0.106865817,0.02059049,0.250346457,0.384347952,1.724289002,4.135123127,0.029092105,0.639985397,0.001283449,0.003558042,0.899173809,0.000536844,0.885492523,0.08801998,0.438368072
ccde066ff16b92bcbb891f4aca075c3c,34,2.996564792,0.674024392,1.076024681,0.748445797,0.682480567,21.64568777,0.234315656,0.534311389,0.364116567,0.549934311,0.32691374,0.433705628,0.509742539,0.477862698,0.166545907,1.290941241,0.083722844,0.006541119,0.103698699,0.018721999,0.290173072,0.386763366,1.870695953,4.241647804,0.028050976,0.644218288,0.00131368,0.003670587,0.899400979,0.000526148,0.835189174,0.085629236,0.422226082
d5532a5b9aded0946b8d746bcd6566bb,34,3.001749153,0.687026954,1.069408026,0.758642827,0.703262013,22.13468599,0.234561132,0.539283755,0.374290407,0.547975546,0.306565862,0.415262911,0.484670786,0.47445679,0.16864678,1.293550551,0.083398562,0.006257984,0.108328376,0.018973943,0.269970087,0.389998698,1.814509706,4.284740509,0.027880067,0.643194971,0.00131592,0.003573497,0.887389482,0.000534967,0.844548944,0.08583168,0.425960775
315707715ec1768c1dbd1b4d91cbef34,34,2.661417785,0.716793085,1.117226448,0.776826886,0.70064872,21.67598016,0.237875607,0.565657142,0.339588552,0.526994089,0.298404136,0.3444993,0.416373083,0.521652243,0.163065652,1.300054092,0.092803761,0.00552369,0.10849051,0.018209417,0.247889927,0.391749621,1.972800984,4.315958909,0.029750785,0.648759231,0.001304349,0.003453755,0.87567541,0.000553069,0.96166806,0.087724019,0.427622393
b2864cc69304cc1bb2bd8be4ba81ab4d,34,3.024666575,0.736042417,1.131359355,0.866705596,0.548900216,19.97603862,0.23755216,0.528703412,0.343608444,0.543871496,0.282837908,0.354166979,0.47614367,0.494684824,0.175219448,1.290419251,0.080881112,0.006089861,0.10149447,0.020188736,0.304037978,0.393797761,1.774806795,4.397335381,0.028445429,0.643180354,0.001318128,0.00370352,0.897753658,0.00057063,0.9242001,0.087388107,0.429761336
a02adb0c11c6888a11291697f2b4b6c5,34,2.910751627,0.713321353,1.102566634,0.834118711,0.556794503,21.12405803,0.235017063,0.503056504,0.401057695,0.545449137,0.300126882,0.383829792,0.436576385,0.478024971,0.171035071,1.303436262,0.080014726,0.00576587,0.112534778,0.020463249,0.263469522,0.391387714,1.729271246,4.243606611,0.028427576,0.638640246,0.001313204,0.003523966,0.896469022,0.000514662,0.829030252,0.087030137,0.427829899
1679d76fc59c18af0a8c83d1cbfac76f,34,2.284051281,0.733773071,1.213936842,0.936728179,0.723631036,23.00455121,0.235685042,0.57231919,0.309770022,0.504779399,0.322079325,0.365798718,0.402682905,0.528864948,0.162185004,1.277276931,0.100031958,0.005289527,0.09688149,0.019841281,0.290389214,0.401307955,2.093779146,4.173600602,0.028211574,0.646829574,0.001296391,0.00317579,0.846774614,0.000515782,0.926774739,0.08988164,0.400844457
5c19e078c29bc0e5bed866e2a0fe79ee,34,2.839848373,0.66642792,0.924432378,0.57768155,0.718884967,22.77705769,0.232366576,0.571401573,0.419752386,0.540442379,0.322872829,0.31536676,0.331819598,0.494679288,0.175489737,1.295663923,0.087793779,0.004704689,0.101793108,0.015055478,0.297302365,0.393792145,1.826947608,3.761305174,0.033610055,0.645339163,0.001328953,0.002856031,0.845722681,0.000504981,0.703808819,0.086385909,0.42506285
f44f04eabb8ab21a4ed0481b702505a5,34,2.92966841,0.733082133,1.056479315,0.871182313,0.606516719,19.52490022,0.236512918,0.503490502,0.363655896,0.54383547,0.297555572,0.398114265,0.473706129,0.474138975,0.170944842,1.309754664,0.080009918,0.006235663,0.108194732,0.022228346,0.281057723,0.390313469,1.685492165,4.498761579,0.026891901,0.639172749,0.001307027,0.003583005,0.885564244,0.0005212,0.881956309,0.088113051,0.435705656
ad59069355b82370b34354c14b300136,34,2.592349408,0.607124954,1.050927797,0.554708289,0.691286318,24.14628535,0.234913458,0.559846027,0.431368066,0.53709154,0.315441043,0.280490978,0.292523804,0.512255996,0.168681063,1.305568768,0.099015043,0.00492938,0.099061388,0.014388904,0.251884445,0.392770045,1.932367089,3.697968833,0.035264225,0.637938563,0.001316651,0.002780686,0.856329724,0.000508486,0.759803735,0.085518353,0.401419838
